"team","G.x","E","Range RAA","종합 RAA.x","종합RAA/144","POSAdj","RAAwithPOS","WAAwoPOS","WAAwithPOS","WAA-BT","WAA-SB","WAA-Def","Rep.Wins","Pos.Wins","WAA-GS","WAA-GR","PA.x","타격 RAA","도루 RAA","주루 RAA","공격 RAA","필딩 RAA","포지션 RAA","수비 RAA","종합 RAA.y","대체 Run","RAR","RPW.x","연봉.x","WAR당 연봉.x","G.y","oWAR","dWAR","PA.y","ePA","AB","R.x","H.x","2B","3B","HR.x","TB","RBI","SB","CS","BB.x","HP.x","IB.x","SO.x","GDP","SH","SF","AVG.x","OBP.x","SLG","OPS","R/ePA.x","wRC+.x","WAR.x","K%.x","BB%.x","BB/SO","BABIP.x","IsoP.x","IsoD","R/ePA.y","wOBA","wRC","RC27","Own%","wRC+.y","PA","HR.y","XH","XH/AB","HR/XH","HR/FB","PA/HR","AB/HR","IsoP.y","SLG/AVG","G.x.x","RPW.y","선발RAA","구원RAA","종합RAA","선발WAA","구원WAA","종합WAA","선발WAR","구원WAR","연봉.y","WAR당 연봉.y","G.y.y","GS","GR","GF","CG","SHO","W","L","S","HD","IP","ER","R.y","rRA","TBF","H.y","HR","BB.y","HP.y","IB.y","SO.y","BK","WP","ERA.x","RA9.x","rRA9.x","FIP.x","WHIP","WAR.y","G","K/9","BB/9","K/BB","HR/9","K%.y","BB%.y","K-BB%","BABIP.y","LOB","ERA.y","RA9.y","rRA9.y","FIP.y","kwERA","ERA-FIP","ERA-","rRA9-","FIP-","AVG.y","OBP.y"
"05삼성",126,75,6.41,5.18,0.47,NA,NA,0.516,NA,3.58,0.36,0.73,2.21,-0.58,-0.42,7.45,4975,35.87,3.64,3.64,20.93,5.3,-5.79,-0.22,20.58,22.14,42.73,260.62,362800,14994,126,26.08,-1.89,4975,4856,4234,614,1134,178,6,111,1657,575,97,38,500,109,21,748,112,98,34,0.268,0.357,0.391,0.748,0.126,106.1,24.2,15,10.1,0.67,0.3,0.123,0.089,0.126,0.35,626.6,5,22.9,106.1,4975,111,295,0.07,0.38,NA,44.82,38.14,0.123,1.459,126,190.13,-11.28,64.47,50.19,-0.42,7.45,7.03,10.5,12.63,147000,122947,126,126,426,126,2,1,74,48,37,62,1129.1,480,528,528,4791,1026,109,387,79,11,875,5,49,3.83,4.21,4.21,3.89,1.25,23.13,126,6.97,3.08,2.26,0.87,18.3,8.1,10.2,0.282,72,3.83,4.21,4.21,3.89,4.18,-0.06,90.42,90.49,91.3,0.244,0.318
"05롯데",126,89,-5.95,-5.36,-0.48,NA,NA,-0.535,NA,-7.01,-0.8,-3.92,2.1,0.56,2.14,-0.92,4722,-70.22,-8.04,-8.04,-68.64,-5.36,5.57,0.47,-68.18,21.02,-47.16,250.59,141100,9926,126,13.21,1.01,4722,4617,4177,500,1058,202,23,83,1555,470,88,52,361,70,11,856,83,94,20,0.253,0.322,0.372,0.694,0.108,87.5,14.21,18.1,7.6,0.42,0.299,0.119,0.069,0.108,0.326,493.5,3.96,15.7,87.5,4722,83,308,0.07,0.27,NA,56.89,50.33,0.119,1.47,126,226.41,13.58,-21.02,-3.41,2.14,-0.92,1.21,12.84,4.35,146400,46561,126,126,368,126,2,0,58,67,33,24,1120.1,536,573,573,4845,1097,91,408,89,41,817,1,44,4.31,4.6,4.6,3.8,1.34,17.19,126,6.56,3.28,2,0.73,16.9,8.4,8.4,0.301,69.6,4.31,4.6,4.6,3.8,4.39,0.51,103.42,103.1,91.46,0.26,0.336
"05두산",126,66,-10.28,-14.06,-1.22,NA,NA,-1.403,NA,-0.15,-0.26,-0.03,2.19,-0.03,5.61,7.3,4922,-1.53,-2.56,-2.56,0.96,-14.06,-0.26,-14.06,-13.11,21.91,8.8,290.69,198900,9656,126,21.5,-0.9,4922,4827,4256,596,1147,183,17,63,1553,558,103,50,465,85,14,701,93,81,35,0.27,0.351,0.365,0.716,0.124,99.7,20.6,14.2,9.4,0.66,0.307,0.095,0.081,0.124,0.342,583.6,4.68,20.6,99.7,4922,63,263,0.06,0.24,NA,78.13,67.56,0.095,1.352,126,194.98,49.08,65.95,124.86,5.61,7.3,12.91,17.05,11.89,86300,17867,126,126,390,126,3,2,72,51,33,51,1125,427,465,465,4774,1038,90,440,77,13,818,2,56,3.42,3.72,3.72,3.94,1.31,28.94,126,6.54,3.52,1.86,0.72,17.1,9.2,7.9,0.29,76.3,3.42,3.72,3.72,3.94,4.45,-0.52,81.37,81.56,93.47,0.251,0.331
"05SK",126,65,11.92,17.25,1.52,NA,NA,1.721,NA,4.62,-0.55,3.01,2.21,-0.24,0.97,9.94,4984,46.33,-5.55,-5.55,45.82,15.42,-2.42,13.27,60.92,22.18,83.11,230.55,238100,8425,126,26.25,2.01,4984,4821,4230,589,1139,174,12,122,1703,559,101,54,495,85,27,806,88,136,38,0.269,0.355,0.403,0.758,0.122,107.8,28.26,16.2,9.9,0.61,0.305,0.134,0.086,0.122,0.352,638,5.06,23.3,107.8,4984,122,308,0.07,0.4,NA,40.85,34.67,0.134,1.498,126,389.77,10.57,77.77,68.68,0.97,9.94,10.91,11.62,15.5,123350,30359,126,126,397,126,2,2,70,50,27,50,1137,432,485,485,4822,1005,103,422,99,14,843,1,31,3.42,3.84,3.84,4.04,1.26,27.12,126,6.67,3.34,2,0.82,17.5,8.8,8.7,0.276,75.3,3.42,3.84,3.84,4.04,4.35,-0.62,83.65,88.38,97.97,0.24,0.322
"05LG",126,76,-18.26,-19.13,-1.71,NA,NA,-1.908,NA,-4.68,0.69,2.42,2.12,1.35,-5.57,-1.48,4785,-46.91,6.96,6.96,-20.57,-19.13,13.51,-5.36,-25.94,21.3,-4.64,260.62,142100,7595,126,17.31,1.4,4785,4693,4222,601,1098,189,21,105,1644,554,149,45,349,93,12,915,72,80,41,0.26,0.327,0.389,0.716,0.128,91.7,18.71,19.1,7.3,0.38,0.306,0.129,0.067,0.128,0.331,522.5,4.2,17.3,91.7,4785,105,315,0.07,0.33,NA,45.57,40.21,0.129,1.496,126,329.19,-67.96,-29.39,-85.16,-5.57,-1.48,-7.04,5.06,3.62,131420,-495877,126,126,480,126,3,1,54,71,31,59,1102.1,600,666,666,4969,1212,109,480,80,27,781,5,48,4.9,5.44,5.44,4.23,1.53,8.68,126,6.38,3.92,1.63,0.89,15.7,9.7,6.1,0.322,68.3,4.9,5.44,5.44,4.23,4.67,0.67,114.25,116.64,100.32,0.283,0.363
"05KIA",126,86,19.47,14.6,1.34,NA,NA,1.456,NA,-2.49,0.04,-0.13,2.15,-0.69,-2.27,-2.68,4848,-24.94,0.38,0.38,-28.11,14.61,-6.96,7.91,-20.22,21.58,1.36,280.66,234000,11963,126,19.13,0.43,4848,4745,4234,541,1102,183,13,99,1608,507,101,43,430,74,24,718,101,79,31,0.26,0.337,0.38,0.717,0.114,95.7,19.56,14.8,8.9,0.6,0.291,0.12,0.077,0.114,0.336,548.8,4.38,18.5,95.7,4848,99,295,0.07,0.34,NA,48.97,42.77,0.12,1.462,126,347.11,-28.09,-46.14,-83.52,-2.27,-2.68,-4.95,8.47,2.34,89550,-1310410,126,126,391,126,8,1,49,76,24,26,1105,595,659,659,4975,1166,138,510,119,16,786,3,59,4.85,5.37,5.37,4.75,1.52,10.81,126,6.4,4.15,1.54,1.12,15.8,10.3,5.5,0.309,70.9,4.85,5.37,5.37,4.75,4.73,0.1,108.67,106.24,108.06,0.276,0.368
"04현대",133,72,-29,-26.47,-2.25,NA,NA,-2.645,NA,8.81,0.68,-0.85,2.35,-0.45,2.71,4.5,5322,88.19,6.84,6.84,84.18,-26.47,-4.46,-23.99,60.19,23.48,83.67,190.11,206000,6983,133,32.98,-3.48,5322,5182,4480,692,1233,190,13,134,1851,653,100,45,607,86,29,871,109,111,38,0.275,0.37,0.413,0.783,0.134,113.7,29.5,16.4,11.4,0.7,0.313,0.138,0.095,0.134,0.364,727.7,5.53,25.8,113.7,5322,134,337,0.08,0.4,NA,39.72,33.43,0.138,1.502,133,223.66,22.48,34.14,74.13,2.71,4.5,7.22,14.94,9.03,109450,140197,133,133,359,133,3,0,75,53,36,32,1187,537,590,590,5135,1193,123,440,59,0,842,4,41,4.07,4.47,4.47,4.1,1.38,23.97,133,6.38,3.34,1.91,0.93,16.4,8.6,7.8,0.297,72.5,4.07,4.47,4.47,4.1,4.46,-0.03,91.76,89.66,92.17,0.263,0.334
"04한화",133,90,-35.64,-35.32,-2.94,NA,NA,-3.53,NA,3.14,-0.69,1.37,2.27,-2.05,-4.2,-0.6,5150,31.41,-6.9,-6.9,16.25,-35.54,-20.51,-49.33,-32.86,22.72,-10.13,330.19,82300,4233,133,25.17,-5.73,5150,5048,4519,632,1213,245,17,140,1912,605,82,58,456,54,14,923,107,88,33,0.268,0.34,0.423,0.763,0.125,105.1,19.44,17.9,8.9,0.49,0.308,0.155,0.072,0.125,0.352,649.1,4.88,21.3,105.1,5150,140,402,0.09,0.35,NA,36.79,32.28,0.155,1.578,133,367.72,-57.94,-22.64,-57.17,-4.2,-0.6,-4.8,7.98,3.88,115100,56219,133,133,401,133,3,0,53,74,37,36,1180.2,688,750,750,5267,1290,170,455,92,18,699,2,47,5.24,5.72,5.72,4.93,1.48,11.86,133,5.33,3.47,1.54,1.3,13.3,8.6,4.6,0.298,68,5.24,5.72,5.72,4.93,4.84,0.31,114.14,107.66,107.5,0.282,0.355
"04삼성",133,78,25.05,26.85,2.49,NA,NA,2.683,NA,1.62,0.41,-0.79,2.28,0.7,3.75,3.42,5170,16.22,4.1,4.1,4.93,28.04,7.01,41.79,45.54,22.81,68.35,270.16,266200,9728,133,24.84,2.52,5170,5064,4509,641,1215,225,9,132,1854,600,50,32,460,86,22,704,122,84,31,0.269,0.346,0.411,0.757,0.127,102.6,27.36,13.6,8.9,0.65,0.292,0.142,0.077,0.127,0.349,636.2,4.82,20.9,102.6,5170,132,366,0.08,0.36,NA,39.17,34.16,0.142,1.528,133,191.99,34.88,28.4,45.24,3.75,3.42,7.16,16.41,7.63,171900,22182554,133,133,424,133,4,2,73,52,42,74,1196.1,500,564,564,5138,1092,118,505,85,17,994,6,43,3.76,4.24,4.24,3.95,1.33,24.05,133,7.48,3.8,1.97,0.89,19.3,9.8,9.5,0.291,73.7,3.76,4.24,4.24,3.95,4.26,-0.19,86.38,87.6,89.81,0.247,0.333
"04롯데",133,79,20.45,22.25,1.93,NA,NA,2.223,NA,-10.89,0.86,2.52,2.24,-0.79,-0.78,1.93,5075,-108.95,8.62,8.62,-94.78,22.82,-7.94,21.5,-73.86,22.39,-51.46,390.23,221000,14721,133,12.37,2.65,5075,4986,4462,533,1125,195,21,88,1626,500,129,46,416,92,15,853,99,74,31,0.252,0.327,0.364,0.691,0.107,82.2,15.01,16.8,8.2,0.49,0.292,0.112,0.075,0.107,0.324,503.8,3.79,14.1,82.2,5075,88,304,0.07,0.29,NA,57.67,50.7,0.112,1.444,133,274.79,-17.35,11.65,-20.67,-0.78,1.93,1.16,10.02,7.93,141800,2036355,133,133,405,133,4,2,50,72,29,46,1190.1,558,608,608,5160,1216,109,449,76,41,753,3,43,4.22,4.6,4.6,4.12,1.4,17.95,133,5.69,3.4,1.68,0.82,14.6,8.7,5.9,0.302,71.3,4.22,4.6,4.6,4.12,4.69,0.1,100.14,101.97,97.22,0.272,0.344
"04두산",133,74,-16.75,-17.16,-1.48,NA,NA,-1.715,NA,-3.72,-0.83,2,2.25,0.14,3.78,3.88,5109,-37.23,-8.35,-8.35,-24.39,-17.92,1.43,-9.83,-33.46,22.54,-10.91,300.17,152400,7938,133,17.99,1.21,5109,5042,4485,606,1200,202,19,89,1707,573,71,59,433,96,12,780,86,55,40,0.268,0.342,0.381,0.723,0.12,94,19.2,15.3,8.5,0.56,0.304,0.113,0.074,0.12,0.338,577,4.42,18.2,94,5109,89,310,0.07,0.29,NA,57.4,50.39,0.113,1.422,133,267.87,22.94,32.45,66.69,3.78,3.88,7.66,15.78,8.5,91900,288268,133,133,388,133,4,2,70,62,38,47,1177.2,508,560,560,5056,1144,95,457,75,18,799,3,49,3.88,4.28,4.28,3.93,1.36,24.27,133,6.11,3.49,1.75,0.73,15.8,9,6.8,0.296,72.3,3.88,4.28,4.28,3.93,4.59,-0.05,90.38,92.26,91.86,0.26,0.337
"04SK",133,65,5.71,2.35,0.2,NA,NA,0.235,NA,4.41,-0.4,4.92,2.32,-1.66,-3.8,2.62,5254,44.12,-4,-4,45.55,2.35,-16.57,-7.36,38.19,23.18,61.37,270.16,183300,6789,133,27.19,-0.19,5254,5124,4499,655,1223,196,9,138,1851,626,50,47,521,93,24,818,98,105,35,0.272,0.357,0.411,0.768,0.128,107,27,15.6,9.9,0.64,0.303,0.139,0.085,0.128,0.355,674.2,5.11,22.9,107,5254,138,343,0.08,0.4,NA,38.07,32.6,0.139,1.511,133,252.07,-46.44,15.1,-33.04,-3.8,2.62,-1.18,8.58,6.98,154000,1213078,133,133,395,133,3,1,61,64,29,49,1186.1,580,644,644,5216,1173,116,538,110,18,891,8,57,4.4,4.89,4.89,4.27,1.44,15.56,133,6.76,4.08,1.66,0.88,17.1,10.3,6.8,0.304,71,4.4,4.89,4.89,4.27,4.59,0.13,103.06,105.82,99.72,0.263,0.354
"04LG",133,89,-18.87,-21.49,-1.77,NA,NA,-2.148,NA,-6.26,-0.24,-2.61,2.24,-0.87,-2.72,0.91,5081,-62.66,-2.44,-2.44,-52.73,-21.49,-8.73,-23.59,-76.32,22.42,-53.9,330.19,186800,12628,133,15.91,-1.12,5081,4990,4432,588,1150,176,24,102,1680,554,69,48,441,95,18,892,89,73,40,0.259,0.337,0.379,0.716,0.118,89.8,14.79,17.6,8.7,0.49,0.301,0.12,0.078,0.118,0.333,549,4.2,16.7,89.8,5081,102,302,0.07,0.34,NA,49.81,43.45,0.12,1.463,133,294.38,-35.21,4.29,-16.73,-2.72,0.91,-1.81,8.82,5.8,131100,359989,133,133,476,133,3,1,59,70,35,64,1164.1,566,637,637,5180,1235,116,543,64,31,783,1,55,4.38,4.92,4.92,4.29,1.53,14.62,133,6.05,4.2,1.44,0.9,15.1,10.5,4.6,0.311,71.7,4.38,4.92,4.92,4.29,4.84,0.09,101.03,105.64,100.73,0.277,0.361
"04KIA",133,72,49.04,49,4.19,NA,NA,4.897,NA,5.03,0.45,-0.98,2.29,0.17,-0.31,3.14,5190,50.31,4.46,4.46,42.05,49,1.73,57.5,99.54,22.9,122.44,220.13,243200,7403,133,28.37,4.48,5190,5086,4426,643,1182,224,9,143,1853,610,127,54,549,79,22,693,118,82,54,0.267,0.354,0.419,0.773,0.126,108,32.85,13.4,10.6,0.79,0.285,0.152,0.087,0.126,0.357,673,5.12,22.9,108,5190,143,376,0.09,0.38,NA,36.29,30.95,0.152,1.569,133,382.65,-24.04,-1.61,-58.45,-0.31,3.14,2.83,10.96,8.56,125550,136515,133,133,426,133,5,3,67,61,27,24,1183,594,637,637,5199,1198,119,496,120,13,773,1,48,4.52,4.85,4.85,4.47,1.43,19.52,133,5.88,3.77,1.56,0.91,14.9,9.5,5.3,0.299,71.4,4.52,4.85,4.85,4.47,4.76,0.05,103,99.64,101.8,0.268,0.354
"03현대",133,101,-35.36,-39.35,-3.44,NA,NA,-3.919,NA,12.8,0.31,-1.93,2.3,0.31,0.89,3.85,5313,128.55,3.07,3.07,124.49,-39.22,3.06,-40.67,83.69,23.14,106.84,220.89,141700,4502,133,36.25,-4.77,5313,5150,4483,723,1280,208,15,175,2043,673,75,48,543,109,23,727,100,139,38,0.286,0.373,0.456,0.829,0.14,120.2,31.48,13.7,10.2,0.75,0.305,0.17,0.087,0.14,0.371,762,5.83,28.3,120.2,5313,175,398,0.09,0.44,NA,30.36,25.62,0.17,1.594,133,253.1,1.03,28.3,57.04,0.89,3.85,4.74,12.2,9.44,104000,38136,133,133,371,133,2,1,80,51,39,43,1190,550,627,627,5197,1245,120,457,62,6,840,2,56,4.16,4.74,4.74,3.92,1.43,21.64,133,6.35,3.46,1.84,0.91,16.2,8.8,7.4,0.31,71.2,4.16,4.74,4.74,3.92,4.52,0.24,93.34,93.71,87.69,0.273,0.346
"03한화",133,57,32.62,29.74,2.46,NA,NA,2.962,NA,-2.3,-0.36,2.99,2.26,-0.87,1.18,2.74,5198,-23.11,-3.62,-3.62,-23.08,31.34,-8.73,18.19,-6.5,22.64,16.14,331.33,99100,4506,133,19.98,2.02,5198,5074,4458,577,1131,218,20,121,1752,521,78,57,542,75,22,887,89,102,21,0.254,0.343,0.393,0.736,0.114,96.3,21.99,17.1,10.4,0.61,0.291,0.139,0.089,0.114,0.338,590.9,4.44,18.6,96.3,5198,121,359,0.08,0.34,NA,42.96,36.84,0.139,1.547,133,320.6,7.91,19.81,9.38,1.18,2.74,3.92,13.74,7.1,93900,1218503,133,133,369,133,4,2,63,65,35,31,1192,580,617,617,5165,1184,142,437,68,14,772,9,53,4.38,4.66,4.66,4.23,1.36,20.84,133,5.83,3.3,1.77,1.07,14.9,8.5,6.5,0.284,71.9,4.38,4.66,4.66,4.23,4.62,0.15,96.52,88.8,92.76,0.261,0.332
"03삼성",133,69,22.97,22.65,2.17,NA,NA,2.256,NA,13.1,0.78,0.35,2.27,-0.98,-1.05,4.28,5241,131.58,7.83,7.83,103.24,25.02,-9.81,10.76,111.62,22.83,134.45,240.97,242600,7147,133,36.71,-2.77,5241,5149,4564,769,1295,236,14,213,2198,744,56,32,481,85,19,661,131,73,38,0.284,0.36,0.482,0.842,0.149,120.9,33.95,12.6,9.2,0.73,0.29,0.198,0.076,0.149,0.371,755.9,5.76,27.8,120.9,5241,213,463,0.1,0.46,NA,24.61,21.43,0.198,1.697,133,302.51,-17.14,32.74,1.98,-1.05,4.28,3.23,10.79,9.23,145500,40857,133,133,396,133,2,1,76,53,30,41,1183,574,613,613,5150,1199,133,494,59,15,808,3,46,4.37,4.66,4.66,4.17,1.43,20.03,133,6.15,3.76,1.64,1.01,15.7,9.6,6.1,0.3,72.7,4.37,4.66,4.66,4.17,4.67,0.2,97.93,92.56,93.6,0.268,0.347
"03롯데",133,89,-35.2,-31.86,-2.77,NA,NA,-3.173,NA,-13.7,-0.98,-5.51,2.16,1.15,-7.11,-2.62,4987,-137.52,-9.83,-9.83,-126.57,-31.64,11.54,-24.34,-151.13,21.72,-129.4,331.33,156300,23431,133,7.05,-0.38,4987,4893,4465,491,1143,232,18,73,1630,451,84,66,338,73,11,848,75,83,28,0.256,0.317,0.365,0.682,0.1,77,6.67,17,6.8,0.4,0.3,0.109,0.061,0.1,0.315,459.6,3.47,12.3,77,4987,73,323,0.07,0.23,NA,68.32,61.16,0.109,1.426,133,254.92,-84.43,-35.39,-97.13,-7.11,-2.62,-9.73,5.59,1.2,102300,134362,133,133,483,133,3,0,39,91,22,58,1164.1,648,709,709,5173,1302,171,435,93,16,647,3,36,5.01,5.48,5.48,4.76,1.49,6.79,133,5,3.36,1.49,1.32,12.5,8.4,4.1,0.303,70.5,5.01,5.48,5.48,4.76,4.91,0.25,118.53,123.18,114.74,0.289,0.36
"03두산",133,84,-43.92,-40.94,-3.46,NA,NA,-4.078,NA,-1.64,0.64,-0.6,2.24,0.85,-2.21,2.62,5165,-16.47,6.4,6.4,-36.29,-40.9,8.53,-36.75,-73.09,22.5,-50.59,271.09,179100,11768,133,21.49,-6.28,5165,5085,4536,563,1251,205,21,90,1768,541,58,36,452,62,17,706,121,63,52,0.276,0.346,0.39,0.736,0.111,97.3,15.22,13.7,8.8,0.64,0.306,0.114,0.07,0.111,0.341,596.5,4.53,19.3,97.3,5165,90,316,0.07,0.28,NA,57.39,50.4,0.114,1.413,133,276.06,-29.11,16.08,15.72,-2.21,2.62,0.41,9.97,7.13,119900,-227537,133,133,458,133,7,2,57,74,30,53,1175.2,555,619,619,5144,1194,105,464,79,22,654,3,37,4.25,4.74,4.74,4.14,1.41,17.1,133,5.01,3.55,1.41,0.8,12.7,9,3.7,0.291,70.3,4.25,4.74,4.74,4.14,4.96,0.11,100.96,106.3,99.25,0.268,0.345
"03SK",133,80,7.36,8.51,0.74,NA,NA,0.847,NA,4.03,-0.29,-0.07,2.24,-1.39,-3.14,1.43,5157,40.46,-2.9,-2.9,44.91,8.51,-13.95,-9.82,35.09,22.46,57.55,261.05,160000,6164,133,26.2,-0.25,5157,5020,4445,644,1208,209,16,156,1917,612,82,57,464,89,10,763,87,127,32,0.272,0.35,0.431,0.781,0.128,106.5,25.96,14.8,9,0.61,0.296,0.159,0.078,0.128,0.352,650.9,4.96,22.3,106.5,5157,156,381,0.09,0.41,NA,33.06,28.49,0.159,1.585,133,230.77,-38.76,-1.46,-44.42,-3.14,1.43,-1.71,8.85,6.21,115800,632207,133,133,397,133,3,3,66,64,43,48,1181.1,583,642,642,5158,1190,135,497,83,19,759,2,42,4.44,4.89,4.89,4.34,1.43,15.06,133,5.78,3.79,1.53,1.03,14.7,9.6,5.1,0.293,71.3,4.44,4.89,4.89,4.34,4.79,0.1,104.52,106.99,102.54,0.267,0.349
"03LG",133,89,37.31,35.89,3.05,NA,NA,3.575,NA,-11.88,0.21,-3.71,2.15,-0.64,0.14,1.13,4964,-119.24,2.09,2.09,-111.77,34.23,-6.46,23.55,-86.56,21.62,-64.93,341.37,209900,16144,133,9.95,3.05,4964,4878,4375,509,1088,188,29,106,1652,485,135,62,404,70,11,781,90,74,40,0.249,0.319,0.378,0.697,0.104,80,13,15.7,8.1,0.52,0.278,0.129,0.07,0.104,0.319,473.7,3.6,13.1,80,4964,106,323,0.07,0.33,NA,46.83,41.27,0.129,1.518,133,254.23,-4.46,3.84,-23.09,0.14,1.13,1.27,11.26,6.62,139500,513736,133,133,455,133,2,1,60,71,37,51,1169.2,521,579,579,5166,1201,120,531,60,27,794,2,49,4.01,4.46,4.46,4.1,1.48,17.88,133,6.11,4.09,1.5,0.92,15.4,10.3,5.1,0.305,74.7,4.01,4.46,4.46,4.1,4.79,-0.09,94.82,99.53,98.21,0.271,0.355
"03KIA",133,56,14.22,15.37,1.34,NA,NA,1.53,NA,3.55,0.22,1.05,2.22,-0.54,4.42,5.07,5127,35.67,2.2,2.2,63.78,14.66,-5.41,4.89,69.38,22.33,91.71,291.17,169700,5803,133,26.1,3.14,5127,5014,4448,657,1211,219,16,129,1849,626,146,67,505,42,18,721,72,94,37,0.272,0.349,0.416,0.765,0.131,105.8,29.24,14.1,9.8,0.7,0.298,0.144,0.077,0.131,0.351,643.4,4.95,22.2,105.8,5127,129,364,0.08,0.35,NA,39.74,34.48,0.144,1.529,133,222.94,40.77,48.54,80.53,4.42,5.07,9.48,15.75,10.47,106500,-2239636,133,133,330,133,12,3,78,50,36,34,1178,478,527,527,4999,1092,137,414,101,12,820,1,42,3.65,4.03,4.03,4.08,1.28,26.21,133,6.27,3.16,1.98,1.05,16.4,8.3,8.1,0.278,76.3,3.65,4.03,4.03,4.08,4.43,-0.43,83.16,82.69,93.4,0.25,0.327
"02현대",133,73,32.79,29.22,2.41,NA,NA,2.924,NA,3.9,-0.28,1.19,2.27,-1.14,-2.43,4.23,5140,39.02,-2.76,-2.76,48.29,28.39,-11.35,27.77,76.88,22.7,99.58,259.83,152800,5028,133,26.32,4.07,5140,5015,4444,658,1160,191,25,173,1920,643,79,50,464,99,26,945,82,99,34,0.261,0.342,0.432,0.774,0.131,106.3,30.39,18.4,9,0.49,0.294,0.171,0.081,0.131,0.342,651.4,4.96,22.2,106.3,5140,173,389,0.09,0.44,NA,29.71,25.69,0.171,1.655,133,318.28,-25.95,31.66,-13.14,-2.43,4.23,1.8,9,9.29,88000,46519,133,133,337,133,3,2,70,58,38,36,1186.1,559,614,614,5131,1219,142,416,64,12,890,5,54,4.24,4.66,4.66,4.22,1.38,18.28,133,6.75,3.16,2.14,1.08,17.3,8.1,9.2,0.303,72.3,4.24,4.66,4.66,4.22,4.29,0.02,97.03,94.71,95.97,0.268,0.335
"02한화",133,73,6.68,7.5,0.6,NA,NA,0.75,NA,0.51,-1,0,2.24,-0.47,-3.09,-0.41,5062,5.09,-10,-10,-22.39,7.5,-4.66,13.4,-8.99,22.35,13.36,289.81,95100,4433,133,21.86,-0.41,5062,4986,4491,603,1148,206,10,170,1884,570,94,65,446,49,22,1064,106,52,22,0.256,0.328,0.42,0.748,0.121,100.8,21.45,21,8.8,0.42,0.298,0.164,0.072,0.121,0.335,608.4,4.58,19.6,100.8,5062,170,386,0.09,0.44,NA,29.78,26.42,0.164,1.641,133,300.73,-39.35,-19.67,-63.4,-3.09,-0.41,-3.5,9.4,3.59,98100,154264,133,133,388,133,8,1,59,69,32,32,1184.2,631,672,672,5198,1254,146,392,102,29,953,4,42,4.79,5.11,5.11,4.11,1.39,12.99,133,7.24,2.98,2.43,1.11,18.3,7.5,10.8,0.313,69.7,4.79,5.11,5.11,4.11,4.1,0.68,111.95,108.24,95.66,0.272,0.34
"02삼성",133,71,-10.14,-10.41,-0.94,NA,NA,-1.042,NA,15.62,0.52,-2.5,2.34,-1.34,0.44,8,5304,156.07,5.23,5.23,143.53,-11.55,-13.35,-13.83,130.83,23.42,154.25,259.83,168600,4618,133,39.56,-3.05,5304,5222,4648,777,1321,266,16,191,2192,731,47,29,469,97,26,804,116,55,34,0.284,0.36,0.472,0.832,0.149,124.5,36.51,15.2,8.8,0.58,0.307,0.188,0.076,0.149,0.366,792.5,6.01,29.6,124.5,5304,191,473,0.1,0.4,NA,27.77,24.34,0.188,1.662,133,204.74,-3.54,72.18,76.21,0.44,8,8.44,13.23,11.89,95100,28884,133,133,348,133,2,1,82,47,37,22,1197.2,522,581,581,5089,1182,148,385,74,16,987,3,45,3.92,4.37,4.37,4.04,1.31,25.11,133,7.42,2.89,2.56,1.11,19.4,7.6,11.8,0.303,73.9,3.92,4.37,4.37,4.04,3.98,-0.12,88.67,85.93,90.02,0.262,0.328
"02롯데",133,110,-12.99,-11.44,-0.94,NA,NA,-1.144,NA,-15.37,-1.25,-1.76,2.2,-0.79,-6.23,-2.82,4986,-153.61,-12.45,-12.45,-142.14,-11.84,-7.92,-9.36,-151.1,22.02,-129.08,329.79,149000,21605,133,5.4,1.5,4986,4922,4512,463,1105,206,19,85,1604,443,76,63,324,78,14,978,75,49,22,0.245,0.305,0.355,0.66,0.094,74.4,6.9,19.6,6.5,0.33,0.294,0.11,0.06,0.094,0.302,444.8,3.32,11.4,74.4,4986,85,310,0.07,0.27,NA,58.66,53.08,0.11,1.449,133,314.36,-74.89,-38.69,-105.34,-6.23,-2.82,-9.05,6.75,0.47,103100,87361,133,133,359,133,5,1,35,97,13,19,1168,615,710,710,5156,1269,130,443,83,16,775,1,40,4.74,5.47,5.47,4.39,1.47,7.22,133,5.97,3.41,1.75,1,15,8.6,6.4,0.312,67.3,4.74,5.47,5.47,4.39,4.63,0.35,111.23,118.91,104.18,0.281,0.353
"02두산",133,78,37.34,37.43,3.18,NA,NA,3.746,NA,-2.56,0.69,-1.68,2.25,-1.25,0.28,2.89,5083,-25.62,6.89,6.89,-24.91,37.43,-12.52,35.52,10.61,22.44,33.06,229.85,171600,7300,133,20.57,2.94,5083,5019,4498,587,1173,174,21,130,1779,556,106,42,434,58,17,794,106,47,46,0.261,0.331,0.396,0.727,0.117,95.8,23.51,15.6,8.5,0.55,0.288,0.135,0.07,0.117,0.329,582.6,4.41,18.5,95.8,5083,130,325,0.07,0.4,NA,39.1,34.6,0.135,1.517,133,224.02,0.68,21.13,-2.52,0.28,2.89,3.17,13.17,6.47,103100,40343,133,133,382,133,3,2,66,65,38,43,1183,517,562,562,5087,1139,99,479,60,30,954,2,44,3.93,4.28,4.28,3.75,1.37,19.64,133,7.26,3.64,1.99,0.75,18.8,9.4,9.3,0.304,72.5,3.93,4.28,4.28,3.75,4.28,0.18,94.63,96.46,90.04,0.257,0.335
